text,annotation task,number of annotations,annotations,annotators,lang,hard_label,split,soft_label.0,soft_label.1,other_info.domain
Comes right at the time when you would want to hear otherwise. #StopFascism #BlackLivesMatter #GeorgeFloyd #BlackoutDay,offensiveness detection,5,"0,0,0,0,0","Ann443,Ann338,Ann306,Ann419,Ann298",en,0,train,1.0,0.0,BLM
"<user> They keep on trying to paint the media and liberals as being happy about the Coronavirus. It actually makes them even more disgusting. No one is happy about thousands dying and every time they say we are, they just look that much worse.",offensiveness detection,5,"0,0,1,0,1","Ann200,Ann85,Ann575,Ann514,Ann779",en,0,train,0.6,0.4,Covid-19
"<user> <user> I'd say the #BunkerBitch who tear gassed peaceful protestors, who said the economy was a ""great day"" for George Floyd, and who has now built a fence with concrete barriers around the White House is probably the one who's gone crazy.",offensiveness detection,5,"0,1,0,1,1","Ann551,Ann29,Ann77,Ann225,Ann312",en,1,train,0.4,0.6,BLM
This is how incompetent <user> is making America great? Big farmers are the only ones making out.,offensiveness detection,5,"0,0,0,0,1","Ann390,Ann200,Ann558,Ann514,Ann64",en,0,train,0.8,0.2,Covid-19
Things like this is part of the problem. This statue should have been taken down years ago. It insults black people every single day since it was erected. Now change every his name is associated with and others like him of the past!  #BlackLivesMatter <url>,offensiveness detection,5,"0,0,1,1,0","Ann598,Ann5,Ann185,Ann364,Ann328",en,0,train,0.6,0.4,BLM
<user> Nah Joe....you got your ass whooped last night. In one night...Trump proved Obama corrupt and your family to be hot trash.,offensiveness detection,5,"1,0,1,1,1","Ann517,Ann266,Ann371,Ann779,Ann697",en,1,train,0.2,0.8,Elections2020
<user> Yea because you cheated. Why would anyone vote for someone who likes to sniff little girls and touch them inappropriately. Doing deals with the enemies and covering up scam after scam.,offensiveness detection,5,"1,1,0,1,1","Ann490,Ann425,Ann573,Ann60,Ann415",en,1,train,0.2,0.8,Elections2020
.<user> you don’t have a chance.,offensiveness detection,5,"0,0,0,0,0","Ann518,Ann88,Ann274,Ann53,Ann420",en,0,train,1.0,0.0,Elections2020
<user> All I see is a bunch of Stephens. They sold their souls to the devil that's why non of them can say #BlackLivesMatter or #JusticeForGeorgeFloyd instead they praise their master. Even on the day he's announcing a rally at Tulsa. Look at them!  Caitiffs!,offensiveness detection,5,"0,0,0,0,1","Ann239,Ann787,Ann551,Ann652,Ann512",en,0,train,0.8,0.2,BLM
The Nigeria government are killing civilians and carrying the corpses away #covid19 #Europe #impitchbuhari #endsarsnow #Arisetv #,offensiveness detection,5,"0,0,0,0,0","Ann402,Ann517,Ann779,Ann514,Ann777",en,0,train,1.0,0.0,Covid-19
"""Watch """"Trump Press Secretary Kayleigh McEnany Tests POSITIVE For COVID, Journalists Probably Got Her Sick"""" on YouTube <url>",offensiveness detection,5,"0,0,0,0,1","Ann582,Ann37,Ann514,Ann64,Ann609",en,0,train,0.8,0.2,Covid-19
I can’t breath,offensiveness detection,5,"0,0,0,0,0","Ann113,Ann343,Ann742,Ann501,Ann274",en,0,train,1.0,0.0,BLM
<user> Who destroyed our way of life?  Who has made us unhealthy?  Who continues to ignore covid for his rallies?  Who spits on the Constitution and our traditions nearly daily?  You have a helluva lot of nerve to tweet any of those words.  #TrumpIsANationalDisgrace REMEMBER THEIR NAMES,offensiveness detection,5,"1,1,1,1,0","Ann240,Ann811,Ann662,Ann682,Ann514",en,1,train,0.2,0.8,Covid-19
"Yet, another reason to hate the police",offensiveness detection,5,"0,0,0,1,0","Ann237,Ann672,Ann428,Ann241,Ann171",en,0,train,0.8,0.2,BLM
No shit Sherlock. That was 8 years ago. I’m talking about everything that’s happened since then. Are you interested in facts or not?!? Your ignorance is frustrating and exhausting. Pick a state of mind and stick with it please.,offensiveness detection,5,"0,1,0,0,0","Ann274,Ann149,Ann292,Ann328,Ann419",en,0,train,0.8,0.2,BLM
"What an absolute fraud Whitmer turned out to be, unbelievable.",offensiveness detection,5,"1,0,0,0,0","Ann740,Ann117,Ann731,Ann274,Ann270",en,0,train,0.8,0.2,BLM
This terrible #mexico 🇲🇽,offensiveness detection,5,"0,0,0,0,0","Ann200,Ann768,Ann344,Ann232,Ann169",en,0,train,1.0,0.0,Covid-19
<user> C’mon man! Your idea of science is blind faith belief in what bureaucrats tell you as long as your business associates in China agree with it.,offensiveness detection,5,"0,0,1,1,0","Ann747,Ann220,Ann149,Ann596,Ann345",en,0,train,0.6,0.4,Elections2020
I hope their heads blow right off their necks.,offensiveness detection,5,"1,1,1,1,1","Ann274,Ann501,Ann701,Ann474,Ann794",en,1,train,0.0,1.0,BLM
"<user> Yes, I'm sure amateurs did this ... <url>",offensiveness detection,5,"0,0,0,0,0","Ann368,Ann373,Ann443,Ann708,Ann661",en,0,train,1.0,0.0,BLM
Biden is a racist <user> <user>  Kamala you were right...,offensiveness detection,5,"1,1,0,1,0","Ann200,Ann815,Ann415,Ann779,Ann144",en,1,train,0.4,0.6,Elections2020
The U.S. government is worthless.,offensiveness detection,5,"0,0,0,0,1","Ann546,Ann200,Ann681,Ann369,Ann768",en,0,train,0.8,0.2,Covid-19
<user> <user> Can’t pay your bills? BLAME Joni  Ernst! <user>            Blocked Covid Aid to Your State &amp; Canceled your Health Insurance &amp; Coverage for Pre Existing Conditions #VoteHerOut  She Sold Out The People of Iowa! <user> <user> <user> #Vote for <user>,offensiveness detection,5,"0,0,1,1,0","Ann546,Ann555,Ann768,Ann681,Ann390",en,0,train,0.6,0.4,Covid-19
<user> <user> <user> Lying ass...,offensiveness detection,5,"1,1,1,1,1","Ann517,Ann739,Ann572,Ann149,Ann573",en,1,train,0.0,1.0,Elections2020
"Poor Kellyanne. She married a lying idiot. Trump won last night simply because he's honest, talented, strong and smart. Something you know nothing about. Jealous George Conway.😆",offensiveness detection,5,"1,1,1,1,1","Ann743,Ann425,Ann713,Ann379,Ann573",en,1,train,0.0,1.0,Elections2020
<user> You’re bought &amp; paid for by the Chinese Communist Party. Is your brother still holding the $5 million in dirty Chinese money for you?  <url>,offensiveness detection,5,"1,0,0,0,1","Ann402,Ann200,Ann572,Ann88,Ann149",en,0,train,0.6,0.4,Elections2020
<user> Lots more than you..   you’ve had 47 years.  What have you done besides steal from this country?,offensiveness detection,5,"1,1,0,0,1","Ann219,Ann185,Ann144,Ann633,Ann779",en,1,train,0.4,0.6,Elections2020
#EEUU #Election2020 #Elections2020 #Vote Here it is evident that the dead are voting for <user> A TOTAL SHAME IS THE ELECTORAL SYSTEM OF THE #UnitedStates,offensiveness detection,5,"1,0,0,0,0","Ann779,Ann747,Ann774,Ann149,Ann379",en,0,train,0.8,0.2,Elections2020
I wish I had half his energy!!!!   Go get ‘em President Trump!!!!! 🇺🇸❤️🤍💙🇺🇸,offensiveness detection,5,"0,0,0,0,0","Ann779,Ann149,Ann517,Ann64,Ann660",en,0,train,1.0,0.0,Elections2020
sex is cool but have you ever cried watching a tik🤢tok🤮 before?,offensiveness detection,5,"0,1,0,0,0","Ann149,Ann428,Ann755,Ann306,Ann328",en,0,train,0.8,0.2,BLM
We will not forget. This proves what a despicable outfit Fox is masquerading as a news outlet. How could anybody believe a word they say after this pivot.,offensiveness detection,5,"0,0,0,0,0","Ann334,Ann220,Ann390,Ann377,Ann669",en,0,train,1.0,0.0,Covid-19
<user> <user> <user> <user> Law enforcement were causing the violence.,offensiveness detection,5,"0,0,0,1,0","Ann779,Ann546,Ann747,Ann726,Ann655",en,0,train,0.8,0.2,Elections2020
"<user> People like Fauci, because he gives them information about how to avoid getting sick with COVID-19. People hate you, because you put your son-in-law #Kushner in charge of HOGGING PPE gear, ventilators, and Remdesivir AND NOT SHARING IT WITH STATES WHO NEED IT!",offensiveness detection,5,"1,1,1,0,0","Ann60,Ann714,Ann344,Ann768,Ann669",en,1,train,0.4,0.6,Covid-19
Clearly y’all are doing what he stood for.   Give me a break.  This man was against all of this !,offensiveness detection,5,"0,0,0,0,0","Ann117,Ann237,Ann529,Ann292,Ann199",en,0,train,1.0,0.0,BLM
<user> That's incredible! I can't even get my Covid isolationist ass to put up some window blinds lol! Inspiration!,offensiveness detection,5,"0,1,0,1,0","Ann200,Ann344,Ann768,Ann669,Ann273",en,0,train,0.6,0.4,Covid-19
"<user> The Second Wave of Hunter Biden: more perverted things about Hunter Biden with women, mixed with drugs, sex, abuse, incest, and these things held by the CCP are the key of the BGY plan to threaten the world, which make us feel how dark the world is. However, GTV, Gnews will lead <url>",offensiveness detection,5,"1,1,0,0,0","Ann815,Ann769,Ann730,Ann310,Ann149",en,0,train,0.6,0.4,Elections2020
<user> I was so proud to see Denver held a protest for justice for George Floyd &amp; I was like when is Portland doing that? But then you see this... she literally tried to run him over... I just... what the fucking fuck?,offensiveness detection,5,"0,1,1,0,1","Ann598,Ann364,Ann428,Ann582,Ann43",en,1,train,0.4,0.6,BLM
"<user> <user> <user> <user> They did not hack radios, that has been proven false. And literally anyone can take down a website. Not only that they took down a website for 5 minutes LOL. Anonymous use to breach bank data and PayPal. They even had cc information from 70 mill ppl. FBI stomped on them.",offensiveness detection,5,"0,0,0,0,0","Ann302,Ann239,Ann443,Ann800,Ann289",en,0,train,1.0,0.0,BLM
"In 2-3 weeks they are going to talk about the spike of covid-19 cases and blame it on protestors when people DAMN sure was out here full out partying, getting haircuts, going to salons etc. before then.  Pay attention to the narrative.",offensiveness detection,5,"0,0,0,1,1","Ann729,Ann206,Ann605,Ann771,Ann408",en,0,train,0.6,0.4,Covid-19
<user> <user> i- girl yall have no rights to talk about memes 😭,offensiveness detection,5,"0,0,0,0,0","Ann238,Ann334,Ann721,Ann779,Ann573",en,0,train,1.0,0.0,Elections2020
<user> Alcoholic's anonymous.,offensiveness detection,5,"1,0,0,0,0","Ann701,Ann306,Ann126,Ann474,Ann419",en,0,train,0.8,0.2,BLM
<user> <user> <user> <user> <user> This is a Disgrace and absolutely Sad!,offensiveness detection,5,"0,0,0,0,0","Ann402,Ann425,Ann779,Ann539,Ann573",en,0,train,1.0,0.0,Elections2020
#BlackLivesMatter lives matter...✊🏿 <url>,offensiveness detection,5,"0,0,0,0,0","Ann632,Ann638,Ann566,Ann586,Ann468",en,0,train,1.0,0.0,BLM
The Border Patrol has announced they will be sending agents to the protests across the nation.   Know your power. Know your rights.  Non-English Languages &amp; Printables: US Police to Continue Killing Latinos freely #GeorgeFloyd <user> <user> <user>    <url> <url>,offensiveness detection,5,"1,0,0,0,0","Ann566,Ann586,Ann29,Ann569,Ann756",en,0,train,0.8,0.2,BLM
"<user> Fat lies, trump is the savior to the world.  The media and his enemies trying to jeopardize his good work. He is unstoppable. #Trump2010.",offensiveness detection,5,"0,1,0,0,0","Ann402,Ann425,Ann518,Ann192,Ann149",en,0,train,0.8,0.2,Elections2020
"He NEVER EVER will. I’m sorry, but he will NEVER put country over party. NEVER. Not going to happen. He’s weak in mind, body, soul and morality. On some level he agrees with what’s going on. He’s shown cowardice and weakness. Testing the💦 is not jumping in 🦶 first.",offensiveness detection,5,"1,0,0,0,0","Ann779,Ann238,Ann212,Ann415,Ann144",en,0,train,0.8,0.2,Elections2020
""" Will you shut up man,"" <user> is all of us.",offensiveness detection,5,"1,0,0,1,0","Ann88,Ann517,Ann774,Ann285,Ann541",en,0,train,0.6,0.4,Elections2020
Yes!!!! Now we need justice✊🏾#BlackLivesMatter #BreonnaTaylor,offensiveness detection,5,"0,0,0,0,0","Ann305,Ann138,Ann237,Ann582,Ann274",en,0,train,1.0,0.0,BLM
#Elections2020 Flashback 👇 <url>,offensiveness detection,5,"0,0,0,0,0","Ann44,Ann334,Ann186,Ann20,Ann779",en,0,train,1.0,0.0,Elections2020
<user> <user> Plagiarism.   You're the Chinese knock off of the Trump Campaign.,offensiveness detection,5,"1,1,1,1,0","Ann402,Ann425,Ann779,Ann721,Ann601",en,1,train,0.2,0.8,Elections2020
"<user> <user> If you really, honestly, wanted Biden’s plan, a simple google search would have provided the plan that he outlined months ago. (<url> but you’re not honest are you? Troll.",offensiveness detection,5,"1,0,1,0,0","Ann546,Ann200,Ann768,Ann561,Ann390",en,0,train,0.6,0.4,Covid-19
"<user> <user> <user> <user> <user> <user> Ha! Projecting like a goodie little lhin' democrat.  Here's a receipt, #ignorant.  <url>",offensiveness detection,5,"1,1,1,0,1","Ann88,Ann517,Ann779,Ann656,Ann573",en,1,train,0.2,0.8,Elections2020
"Police murder and innocent man, but lets excuse them because he had a criminal record so his life didn't matter. Are you for fucking real!? Get fucked!",offensiveness detection,5,"1,1,1,1,0","Ann343,Ann443,Ann616,Ann582,Ann501",en,1,train,0.2,0.8,BLM
<user> I remember when this vile group camped outside your home; I’m so glad we can identify them for who they are:  A Terrorist Organization.  Thank you <user>,offensiveness detection,5,"0,0,1,0,0","Ann731,Ann447,Ann79,Ann274,Ann270",en,0,train,0.8,0.2,BLM
<user> <user> Kente?? Was George Floyd or any of the murdered blacks Ghanaian?,offensiveness detection,5,"0,0,0,0,0","Ann163,Ann30,Ann551,Ann225,Ann512",en,0,train,1.0,0.0,BLM
<user> doesn't object when Russians pay a bounty for killing US soldiers. His COVID policies are killing citizens. Gutting healthcare. Trump is President of Death. <user> lets it happen.  #25thAmendment,offensiveness detection,5,"1,1,1,1,1","Ann240,Ann811,Ann779,Ann767,Ann640",en,1,train,0.0,1.0,Covid-19
#COVIDatSea Update   Fishermen across the United States are struggling to sell their fish in a #COVID19 market.  Learn more about how small-scale fishers are facing an uncertain future in this article by <user> <url>,offensiveness detection,5,"0,0,0,0,0","Ann240,Ann811,Ann761,Ann514,Ann160",en,0,train,1.0,0.0,Covid-19
<user> <user> That’s because South Korea actually lists Covid deaths AS Covid deaths. In the US you could die of a heart attack but if you had the Covid strain your death was listed as Covid. Don’t be a stupid liberal lemming,offensiveness detection,5,"0,1,1,1,1","Ann200,Ann675,Ann681,Ann768,Ann369",en,1,train,0.2,0.8,Covid-19
He is so incredibly not even a human.  No soul whatsoever.,offensiveness detection,5,"0,0,1,0,0","Ann117,Ann551,Ann625,Ann682,Ann270",en,0,train,0.8,0.2,BLM
"<user> is a national disgrace, absolute disdfrace",offensiveness detection,5,"1,1,1,0,0","Ann733,Ann266,Ann670,Ann379,Ann149",en,1,train,0.4,0.6,Elections2020
<user> An outrageous lie from the WH,offensiveness detection,5,"0,0,0,0,0","Ann88,Ann417,Ann779,Ann601,Ann311",en,0,train,1.0,0.0,Elections2020
.<user> Damn. You truly are criminally insane.,offensiveness detection,5,"1,0,0,1,0","Ann266,Ann538,Ann779,Ann610,Ann514",en,0,train,0.6,0.4,Covid-19
<user> <user> <user> I’ve never clicked on a Twitter ad.,offensiveness detection,5,"0,0,0,0,0","Ann334,Ann118,Ann633,Ann779,Ann354",en,0,train,1.0,0.0,Elections2020
5 Things To Know About The George Floyd Protests <url> via <user>,offensiveness detection,5,"0,0,0,0,0","Ann598,Ann364,Ann247,Ann616,Ann755",en,0,train,1.0,0.0,BLM
I don’t blame them for protesting and rioting for George Floyd but when people do stuff like this y’all basically using his name as an excuse to do stupid shit like what does this have anything to do with what’s going on now <url>,offensiveness detection,5,"0,0,0,0,0","Ann117,Ann138,Ann513,Ann274,Ann292",en,0,train,1.0,0.0,BLM
This is crazy #blacklivesmatter#TikTok <url>,offensiveness detection,5,"0,0,0,0,0","Ann306,Ann149,Ann487,Ann775,Ann451",en,0,train,1.0,0.0,BLM
#Elections2020 This whole Election is a Fraud on Democrats side. Was Money change hands somewhere.,offensiveness detection,5,"0,0,0,0,0","Ann389,Ann334,Ann572,Ann345,Ann310",en,0,train,1.0,0.0,Elections2020
a man was lynched yesterday.  this is why we revolt.  #BLACKLIVESMATTER,offensiveness detection,5,"0,0,0,0,1","Ann402,Ann517,Ann768,Ann344,Ann515",en,0,train,0.8,0.2,Covid-19
So can <user> discuss the bid to replace him in NC? It should be national news it’s so disgusting. Qualified candidate vs an unaccomplished sexual predator.,offensiveness detection,5,"1,1,0,0,0","Ann283,Ann448,Ann446,Ann484,Ann36",en,0,train,0.6,0.4,Covid-19
<user> ...time for these businesses to collectively sue the pants off <user> #BlackLivesMatter <user> and any other cretin that permitted such wanton destruction...#MakeThemPay #VoteRedToSaveAmerica2020,offensiveness detection,5,"0,0,0,0,0","Ann108,Ann305,Ann117,Ann237,Ann245",en,0,train,1.0,0.0,BLM
He was murdered because of the colour of his skin. All lives can’t matter without black lives mattering.,offensiveness detection,5,"0,0,1,0,1","Ann149,Ann428,Ann328,Ann241,Ann163",en,0,train,0.6,0.4,BLM
Hardly a shock coming from a man who thinks Blackface is a bit of fun. <url>,offensiveness detection,5,"0,0,1,1,0","Ann149,Ann616,Ann13,Ann586,Ann474",en,0,train,0.6,0.4,BLM
Some people aren't even awake in time to see <user>  Oh well.,offensiveness detection,5,"0,0,0,0,0","Ann733,Ann517,Ann164,Ann20,Ann793",en,0,train,1.0,0.0,Elections2020
